participant_id,condition,novelty_rating,usefulness_rating,originality_rating,creativity_score,semantic_distance,word_count,response_time_minutes,timestamp,creativity_change
1044,Control,4,6,5,5,0.858,7,5.8,2024/3/2 3:30,-0.333333333
1045,Control,6,4,7,5.666666666666667,0.999,26,4.5,2024/3/2 4:59,0.3333333333333339
1046,Control,7,4,4,5,0.921,28,5.1,2024/3/2 18:50,0.33333333333333304
1047,Control,6,7,6,6.333333333333333,0.929,17,6.7,2024/3/2 23:55,1
1048,Control,5,5,5,5,0.937,33,7.2,2024/3/1 23:02,0.33333333333333304
1049,Control,5,5,4,4.666666666666667,0.768,33,6.7,2024/3/1 20:23,-0.333333333
1050,Control,5,5,4,4.666666666666667,0.911,30,5.4,2024/3/1 18:41,0.3333333333333339
1051,Early-AI-Labeled,6,6,4,5.333333333333333,0.402,52,6.9,2024/3/2 6:33,0.33333333333333304
1052,Early-AI-Labeled,6,6,4,5.333333333333333,0.571,36,8.1,2024/3/2 15:35,0.33333333333333304
1053,Early-AI-Labeled,7,7,6,6.666666666666667,0.719,27,5.9,2024/3/1 19:31,0.3333333333333339
1054,Early-AI-Labeled,7,6,4,5.666666666666667,0.67,20,5.9,2024/3/1 9:46,0
1055,Early-AI-Labeled,7,6,3,5.333333333333333,0.615,37,5.3,2024/3/2 19:10,0.33333333333333304
1056,Early-AI-Labeled,6,6,4,5.333333333333333,0.624,34,6.6,2024/3/1 14:05,-0.666666667
1057,Early-AI-Labeled,7,7,5,6.333333333333333,0.425,23,5.7,2024/3/2 9:54,0
1058,Early-AI-Labeled,7,7,4,6,0.68,21,6.7,2024/3/1 14:22,0.666666666666667
1059,Early-AI-Labeled,7,7,7,7,0.552,34,5.8,2024/3/2 3:33,0.666666666666667
1060,Early-AI-Labeled,7,6,5,6,0.556,51,6.3,2024/3/2 2:32,0
1061,Early-AI-Labeled,7,7,4,6,0.608,21,5.7,2024/3/1 22:58,0.33333333333333304
1062,Early-AI-Labeled,6,6,6,6,0.763,54,5.9,2024/3/1 10:44,0.33333333333333304
1063,Early-AI-Labeled,7,7,3,5.666666666666667,0.561,25,7.5,2024/3/2 17:22,0.3333333333333339
1064,Early-AI-Labeled,7,7,4,6,0.555,45,5.2,2024/3/2 20:15,0
1065,Early-AI-Labeled,7,7,4,6,0.615,56,4.6,2024/3/1 19:39,0.33333333333333304
1066,Early-AI-Labeled,7,6,4,5.666666666666667,0.545,58,6.6,2024/3/2 23:51,-0.333333333
1067,Early-AI-Labeled,7,7,4,6,0.691,45,4.5,2024/3/1 12:17,0
1068,Early-AI-Labeled,5,7,3,5,0.669,47,6.2,2024/3/2 5:11,-0.666666667
1069,Early-AI-Labeled,7,7,7,7,0.72,33,5,2024/3/1 23:23,0.666666666666667
1070,Early-AI-Labeled,7,7,5,6.333333333333333,0.725,40,5.5,2024/3/1 15:31,0
1071,Early-AI-Labeled,7,6,7,6.666666666666667,0.52,38,5,2024/3/2 15:40,0.666666666666667
1072,Early-AI-Labeled,7,7,2,5.333333333333333,0.468,42,4.7,2024/3/2 20:23,-0.333333333
1073,Early-AI-Labeled,7,6,7,6.666666666666667,0.729,33,7.7,2024/3/1 20:51,0.666666666666667
1074,Early-AI-Labeled,7,7,6,6.666666666666667,0.551,43,6.9,2024/3/2 15:01,0
1075,Early-AI-Labeled,7,7,5,6.333333333333333,0.539,20,6.6,2024/3/2 8:06,0.33333333333333304
1076,Early-AI-Labeled,6,6,5,5.666666666666667,0.583,35,7.7,2024/3/2 9:14,0.3333333333333339
1077,Early-AI-Labeled,7,7,5,6.333333333333333,0.565,23,7.4,2024/3/1 15:28,1
1078,Early-AI-Labeled,6,6,5,5.666666666666667,0.598,57,8.3,2024/3/1 20:05,0
1079,Early-AI-Labeled,7,7,5,6.333333333333333,0.655,77,7.7,2024/3/1 10:34,0
1080,Early-AI-Labeled,6,7,4,5.666666666666667,0.606,60,6.9,2024/3/2 6:33,-0.333333333
1081,Early-AI-Labeled,6,7,4,5.666666666666667,0.619,37,6.5,2024/3/1 23:41,-0.333333333
1082,Early-AI-Labeled,7,6,5,6,0.563,36,5.3,2024/3/1 10:04,0.33333333333333304
1083,Early-AI-Labeled,6,7,5,6,0.46,33,7.1,2024/3/2 3:06,0.33333333333333304
1084,Early-AI-Labeled,6,6,5,5.666666666666667,0.687,43,6.3,2024/3/2 22:19,0
1085,Early-AI-Labeled,7,7,4,6,0.48,47,5.1,2024/3/2 23:01,0
1086,Early-AI-Labeled,6,7,3,5.333333333333333,0.607,33,6.2,2024/3/2 10:38,0.33333333333333304
1087,Early-AI-Labeled,7,7,5,6.333333333333333,0.71,25,4.6,2024/3/2 20:08,0
1088,Early-AI-Labeled,7,7,6,6.666666666666667,0.509,52,6.9,2024/3/1 15:30,0.3333333333333339
1089,Early-AI-Labeled,6,6,5,5.666666666666667,0.538,45,5.5,2024/3/1 11:52,0
1090,Early-AI-Labeled,7,6,5,6,0.506,34,4.4,2024/3/2 4:16,0.33333333333333304
1091,Early-AI-Labeled,6,7,5,6,0.51,23,7.5,2024/3/2 10:25,0.33333333333333304
1092,Early-AI-Labeled,7,7,5,6.333333333333333,0.69,45,7.8,2024/3/2 9:41,0.6666666666666661
1093,Early-AI-Labeled,7,6,5,6,0.609,47,6,2024/3/2 3:12,0
1094,Early-AI-Labeled,6,6,6,6,0.609,42,5.5,2024/3/2 2:25,0.33333333333333304
1095,Early-AI-Labeled,7,6,5,6,0.707,28,5.9,2024/3/2 12:00,0
1096,Early-AI-Labeled,7,7,7,7,0.432,43,6.2,2024/3/2 19:22,0.666666666666667
1097,Early-AI-Labeled,7,7,5,6.333333333333333,0.621,39,6.4,2024/3/2 8:31,0.33333333333333304
1098,Early-AI-Labeled,7,6,6,6.333333333333333,0.625,60,5.6,2024/3/1 10:30,-0.333333333
1099,Early-AI-Labeled,7,7,4,6,0.554,54,6.4,2024/3/3 0:28,0
1100,Early-AI-Labeled,5,7,4,5.333333333333333,0.559,39,7.1,2024/3/2 1:05,-0.333333333
1101,Early-AI-Unlabeled,7,7,6,6.666666666666667,0.914,42,7.6,2024/3/1 22:43,0.3333333333333339
1102,Early-AI-Unlabeled,7,6,5,6,0.766,52,5.6,2024/3/3 0:25,0
1103,Early-AI-Unlabeled,7,6,6,6.333333333333333,0.679,46,5,2024/3/2 22:52,0
1104,Early-AI-Unlabeled,7,6,5,6,0.637,29,8,2024/3/1 10:22,0.33333333333333304
1105,Early-AI-Unlabeled,7,7,6,6.666666666666667,0.686,32,6.7,2024/3/2 1:07,1
1106,Early-AI-Unlabeled,5,7,6,6,0.651,53,5.6,2024/3/2 7:39,0.33333333333333304
1107,Early-AI-Unlabeled,7,7,4,6,0.694,37,6.3,2024/3/2 5:06,0
1108,Early-AI-Unlabeled,5,7,5,5.666666666666667,0.775,36,7.4,2024/3/1 14:52,0.666666666666667
1109,Early-AI-Unlabeled,7,7,4,6,0.682,40,6.7,2024/3/2 11:13,0.33333333333333304
1110,Early-AI-Unlabeled,5,7,4,5.333333333333333,0.643,45,7.1,2024/3/1 14:59,0
1111,Early-AI-Unlabeled,6,7,3,5.333333333333333,0.657,27,3,2024/3/2 12:31,0.33333333333333304
1112,Early-AI-Unlabeled,7,7,5,6.333333333333333,0.841,33,6.8,2024/3/2 7:29,0.33333333333333304
1113,Early-AI-Unlabeled,6,7,3,5.333333333333333,0.726,31,4.2,2024/3/2 10:48,-0.333333333
1114,Early-AI-Unlabeled,5,5,4,4.666666666666667,0.541,33,4.6,2024/3/2 13:15,0
1115,Early-AI-Unlabeled,7,7,5,6.333333333333333,0.719,34,5.1,2024/3/2 8:03,0
1116,Early-AI-Unlabeled,7,6,6,6.333333333333333,0.802,44,6.5,2024/3/2 11:35,0
1117,Early-AI-Unlabeled,5,7,5,5.666666666666667,0.794,65,5.2,2024/3/1 13:56,0
1118,Early-AI-Unlabeled,7,6,6,6.333333333333333,0.784,27,7.7,2024/3/2 5:09,0.33333333333333304
1119,Early-AI-Unlabeled,7,6,4,5.666666666666667,0.511,49,5.7,2024/3/3 0:48,0
1120,Early-AI-Unlabeled,7,6,7,6.666666666666667,0.77,49,4.2,2024/3/2 18:35,0.3333333333333339
1121,Early-AI-Unlabeled,7,7,6,6.666666666666667,0.799,48,5.9,2024/3/1 23:51,0.3333333333333339
1122,Early-AI-Unlabeled,5,7,5,5.666666666666667,0.698,54,7.2,2024/3/2 2:16,0.3333333333333339
1123,Early-AI-Unlabeled,7,6,5,6,0.776,36,5.8,2024/3/2 17:13,0
1124,Early-AI-Unlabeled,7,6,7,6.666666666666667,0.789,38,6.4,2024/3/1 19:24,0.666666666666667
1125,Early-AI-Unlabeled,7,6,3,5.333333333333333,0.63,41,5.2,2024/3/2 15:21,0
1126,Early-AI-Unlabeled,7,7,6,6.666666666666667,0.826,34,5.6,2024/3/1 20:52,0.3333333333333339
1127,Early-AI-Unlabeled,7,7,3,5.666666666666667,0.668,43,5.3,2024/3/1 17:35,0
1128,Early-AI-Unlabeled,5,7,5,5.666666666666667,0.525,38,6.7,2024/3/1 17:31,0
1129,Early-AI-Unlabeled,6,7,4,5.666666666666667,0.644,25,5.6,2024/3/1 15:51,0.666666666666667
1130,Early-AI-Unlabeled,6,7,5,6,0.809,32,7.1,2024/3/1 14:16,1
1131,Early-AI-Unlabeled,5,7,7,6.333333333333333,0.498,55,5.8,2024/3/2 8:34,0.33333333333333304
1132,Early-AI-Unlabeled,7,6,5,6,0.743,34,8.1,2024/3/2 13:59,-0.333333333
1133,Early-AI-Unlabeled,6,7,4,5.666666666666667,0.719,47,6,2024/3/1 20:10,0
1134,Early-AI-Unlabeled,7,7,6,6.666666666666667,0.768,54,6.2,2024/3/2 16:35,0.3333333333333339
1135,Early-AI-Unlabeled,7,6,4,5.666666666666667,0.743,44,6.9,2024/3/1 18:49,0
1136,Early-AI-Unlabeled,6,7,4,5.666666666666667,0.683,40,5.5,2024/3/1 16:46,0
1137,Early-AI-Unlabeled,6,7,6,6.333333333333333,0.91,39,4.1,2024/3/1 15:24,0.33333333333333304
1138,Early-AI-Unlabeled,7,7,5,6.333333333333333,0.63,56,7.7,2024/3/2 21:32,0.33333333333333304
1139,Early-AI-Unlabeled,7,7,4,6,0.661,43,6.3,2024/3/2 5:33,0
1140,Early-AI-Unlabeled,5,7,4,5.333333333333333,0.779,22,6,2024/3/1 21:43,0.33333333333333304
1141,Early-AI-Unlabeled,7,6,6,6.333333333333333,0.727,35,6.1,2024/3/2 19:23,0.33333333333333304
1142,Early-AI-Unlabeled,6,6,4,5.333333333333333,0.753,33,6.2,2024/3/1 20:41,0
1143,Early-AI-Unlabeled,7,6,5,6,0.701,60,8.6,2024/3/2 12:44,0.666666666666667
1144,Early-AI-Unlabeled,7,6,7,6.666666666666667,0.728,37,6,2024/3/2 11:34,0.3333333333333339
1145,Early-AI-Unlabeled,5,7,5,5.666666666666667,0.623,32,5.5,2024/3/2 8:00,0.3333333333333339
1146,Early-AI-Unlabeled,7,7,7,7,0.719,48,6.6,2024/3/2 21:01,0.666666666666667
1147,Early-AI-Unlabeled,7,6,5,6,0.556,43,5,2024/3/1 10:24,0
1148,Early-AI-Unlabeled,5,6,4,5,0.64,66,5.8,2024/3/2 4:44,0
1149,Late-AI-Labeled,7,7,3,5.666666666666667,0.682,27,7,2024/3/2 5:50,1.333333333333334
1150,Late-AI-Labeled,7,7,3,5.666666666666667,0.621,20,6.8,2024/3/1 13:37,0.666666666666667
1151,Late-AI-Labeled,6,5,4,5,0.565,19,6.9,2024/3/1 11:36,0.666666666666667
1152,Late-AI-Labeled,7,7,4,6,0.653,31,7.1,2024/3/1 23:56,1.333333333333333
1153,Late-AI-Labeled,7,6,6,6.333333333333333,0.647,48,5.8,2024/3/1 23:03,1
1154,Late-AI-Labeled,6,5,4,5,0.51,36,5.4,2024/3/2 20:57,1
1155,Late-AI-Labeled,7,7,6,6.666666666666667,0.642,41,5.6,2024/3/1 23:04,1
1156,Late-AI-Labeled,7,6,5,6,0.699,27,4.3,2024/3/2 1:35,1.333333333333333
1157,Late-AI-Labeled,6,6,5,5.666666666666667,0.574,33,6.1,2024/3/2 14:59,1
1158,Late-AI-Labeled,6,6,5,5.666666666666667,0.625,41,5.6,2024/3/1 11:22,0.666666666666667
1159,Late-AI-Labeled,4,6,4,4.666666666666667,0.669,35,6.6,2024/3/2 12:39,0
1160,Late-AI-Labeled,6,7,7,6.666666666666667,0.636,33,4.3,2024/3/2 8:06,1
1161,Late-AI-Labeled,6,7,5,6,0.552,34,5.5,2024/3/2 2:09,1.333333333333333
1162,Late-AI-Labeled,7,6,7,6.666666666666667,0.66,34,6.9,2024/3/2 0:46,1.333333333333334
1163,Late-AI-Labeled,6,7,5,6,0.593,36,3.4,2024/3/1 20:06,0.666666666666667
1164,Late-AI-Labeled,7,6,4,5.666666666666667,0.629,51,7.4,2024/3/2 19:14,0.666666666666667
1165,Late-AI-Labeled,7,6,4,5.666666666666667,0.646,36,5.3,2024/3/2 19:50,1
1166,Late-AI-Labeled,6,6,4,5.333333333333333,0.599,27,6.7,2024/3/1 13:23,1
1167,Late-AI-Labeled,6,6,5,5.666666666666667,0.582,29,6.6,2024/3/3 0:32,1
1168,Late-AI-Labeled,6,7,4,5.666666666666667,0.624,27,7.6,2024/3/2 12:21,1
1169,Late-AI-Labeled,7,7,5,6.333333333333333,0.537,23,4.1,2024/3/1 22:44,1.666666666666666
1170,Late-AI-Labeled,7,7,6,6.666666666666667,0.567,37,7.2,2024/3/2 1:25,1.666666666666667
1171,Late-AI-Labeled,7,6,4,5.666666666666667,0.484,39,5.4,2024/3/1 10:30,1
1172,Late-AI-Labeled,6,5,3,4.666666666666667,0.634,44,6.8,2024/3/2 4:34,0.3333333333333339
1173,Late-AI-Labeled,7,7,4,6,0.552,23,7.5,2024/3/1 12:37,0.666666666666667
1174,Late-AI-Labeled,7,6,5,6,0.622,23,3.5,2024/3/2 21:49,1
1175,Late-AI-Labeled,6,7,3,5.333333333333333,0.593,35,6.5,2024/3/3 0:12,0.6666666666666661
1176,Late-AI-Labeled,7,7,4,6,0.617,33,6.6,2024/3/3 0:41,1
1177,Late-AI-Labeled,7,7,4,6,0.658,35,5.3,2024/3/1 21:47,1.333333333333333
1178,Late-AI-Labeled,7,6,5,6,0.706,49,7.3,2024/3/2 13:30,1
1179,Late-AI-Labeled,5,7,4,5.333333333333333,0.583,28,5.6,2024/3/1 13:58,1
1180,Late-AI-Labeled,5,7,5,5.666666666666667,0.61,35,6.2,2024/3/1 10:22,0.666666666666667
1181,Late-AI-Labeled,7,5,5,5.666666666666667,0.582,30,6.9,2024/3/2 17:15,1
1182,Late-AI-Labeled,6,7,5,6,0.707,37,5.6,2024/3/2 20:21,1.333333333333333
1183,Late-AI-Labeled,6,7,3,5.333333333333333,0.545,53,3.7,2024/3/2 22:02,0.33333333333333304
1184,Late-AI-Labeled,6,7,4,5.666666666666667,0.567,38,7.2,2024/3/2 14:54,1.333333333333334
1185,Late-AI-Labeled,7,6,6,6.333333333333333,0.715,26,6.8,2024/3/2 7:36,0.6666666666666661
1186,Late-AI-Labeled,7,6,5,6,0.596,32,5.3,2024/3/2 15:59,0.33333333333333304
1187,Late-AI-Labeled,6,6,6,6,0.56,41,5.3,2024/3/1 18:48,1
1188,Late-AI-Labeled,7,7,2,5.333333333333333,0.641,39,7.7,2024/3/2 11:33,0.6666666666666661
1189,Late-AI-Labeled,6,7,4,5.666666666666667,0.583,30,7.5,2024/3/1 19:43,0.666666666666667
1190,Late-AI-Labeled,6,6,4,5.333333333333333,0.742,34,6.6,2024/3/2 19:07,0.6666666666666661
1191,Late-AI-Labeled,5,6,6,5.666666666666667,0.671,45,5.5,2024/3/2 5:22,0.666666666666667
1192,Late-AI-Labeled,6,5,3,4.666666666666667,0.655,35,7.7,2024/3/1 14:35,0
1193,Late-AI-Labeled,7,6,4,5.666666666666667,0.675,37,7.8,2024/3/2 21:06,0.3333333333333339
1194,Late-AI-Labeled,6,5,5,5.333333333333333,0.686,30,5.9,2024/3/2 5:58,0.6666666666666661
1195,Late-AI-Labeled,7,6,5,6,0.719,38,4.7,2024/3/1 11:38,1
1196,Late-AI-Labeled,6,5,5,5.333333333333333,0.574,43,6.5,2024/3/2 2:31,0.6666666666666661
1197,Late-AI-Labeled,6,7,4,5.666666666666667,0.543,20,4.8,2024/3/2 21:18,1
1198,Late-AI-Unlabeled,7,6,7,6.666666666666667,0.801,40,6.7,2024/3/1 20:23,1.666666666666667
1199,Late-AI-Unlabeled,5,6,5,5.333333333333333,0.692,18,7.9,2024/3/2 23:50,0.33333333333333304
1200,Late-AI-Unlabeled,5,5,5,5,0.728,13,6.8,2024/3/1 10:48,1
1201,Late-AI-Unlabeled,7,6,4,5.666666666666667,0.817,23,7.2,2024/3/2 20:45,0.666666666666667
1202,Late-AI-Unlabeled,7,6,5,6,0.681,17,5.9,2024/3/2 7:10,0.666666666666667
1203,Late-AI-Unlabeled,7,5,7,6.333333333333333,0.758,42,6.6,2024/3/2 13:42,1
1204,Late-AI-Unlabeled,6,4,7,5.666666666666667,0.67,38,5.7,2024/3/1 17:36,0.666666666666667
1205,Late-AI-Unlabeled,6,7,5,6,0.838,34,6.8,2024/3/2 12:49,1
1206,Late-AI-Unlabeled,6,6,5,5.666666666666667,0.756,40,6.2,2024/3/2 17:44,0.666666666666667
1207,Late-AI-Unlabeled,6,6,3,5,0.682,24,5.3,2024/3/2 3:10,0.33333333333333304
1208,Late-AI-Unlabeled,5,4,4,4.333333333333333,0.823,32,7.9,2024/3/2 9:06,0.33333333333333304
1209,Late-AI-Unlabeled,5,5,5,5,0.682,39,5.8,2024/3/1 19:18,0.33333333333333304
1210,Late-AI-Unlabeled,5,7,7,6.333333333333333,0.706,34,5.2,2024/3/1 16:51,1.666666666666666
1211,Late-AI-Unlabeled,5,6,5,5.333333333333333,0.711,23,6.6,2024/3/1 17:26,0.6666666666666661
1212,Late-AI-Unlabeled,7,6,4,5.666666666666667,0.775,30,6.4,2024/3/1 20:07,0.3333333333333339
1213,Late-AI-Unlabeled,6,4,3,4.333333333333333,0.885,43,6.2,2024/3/2 12:31,-0.666666667
1214,Late-AI-Unlabeled,6,6,6,6,0.82,36,5.8,2024/3/1 20:23,1
1215,Late-AI-Unlabeled,6,5,4,5,0.688,39,5.3,2024/3/1 21:59,0
1216,Late-AI-Unlabeled,7,6,6,6.333333333333333,0.707,32,5.7,2024/3/1 14:10,1.333333333333333
1217,Late-AI-Unlabeled,6,7,6,6.333333333333333,0.664,29,5.6,2024/3/1 21:22,1
1218,Late-AI-Unlabeled,7,6,5,6,0.669,54,5.4,2024/3/1 19:59,1.333333333333333
1219,Late-AI-Unlabeled,7,6,3,5.333333333333333,0.81,39,8.1,2024/3/2 23:24,0.6666666666666661
1220,Late-AI-Unlabeled,7,6,6,6.333333333333333,0.747,33,4.4,2024/3/1 17:40,1
1221,Late-AI-Unlabeled,5,7,3,5,0.763,34,4.9,2024/3/1 19:55,1
1222,Late-AI-Unlabeled,7,7,3,5.666666666666667,0.796,36,5.2,2024/3/2 13:15,0.666666666666667
1223,Late-AI-Unlabeled,6,6,5,5.666666666666667,0.653,22,6.4,2024/3/2 19:12,1.333333333333334
1224,Late-AI-Unlabeled,6,7,3,5.333333333333333,0.735,23,7.2,2024/3/1 11:16,1
1225,Late-AI-Unlabeled,7,6,7,6.666666666666667,0.796,37,6.2,2024/3/1 20:35,1
1226,Late-AI-Unlabeled,6,5,4,5,0.83,19,6.2,2024/3/2 14:18,0.33333333333333304
1227,Late-AI-Unlabeled,6,6,4,5.333333333333333,0.794,25,6.8,2024/3/2 6:19,0.33333333333333304
1228,Late-AI-Unlabeled,7,7,3,5.666666666666667,0.751,51,4.4,2024/3/2 22:55,0.3333333333333339
1229,Late-AI-Unlabeled,7,5,5,5.666666666666667,0.834,43,5.6,2024/3/2 23:36,1
1230,Late-AI-Unlabeled,5,7,4,5.333333333333333,0.797,33,6.9,2024/3/1 11:48,0.6666666666666661
1231,Late-AI-Unlabeled,7,5,4,5.333333333333333,0.652,24,6.7,2024/3/2 21:27,0.6666666666666661
1232,Late-AI-Unlabeled,7,6,7,6.666666666666667,0.653,32,5.7,2024/3/1 16:13,1
1233,Late-AI-Unlabeled,5,6,5,5.333333333333333,0.78,31,4,2024/3/2 13:29,0.33333333333333304
1234,Late-AI-Unlabeled,6,7,6,6.333333333333333,0.764,33,6.5,2024/3/2 10:54,1.333333333333333
1235,Late-AI-Unlabeled,6,4,3,4.333333333333333,0.817,20,6.1,2024/3/1 11:38,0
1236,Late-AI-Unlabeled,6,6,6,6,0.746,27,4.7,2024/3/1 9:40,1
1237,Late-AI-Unlabeled,6,5,4,5,0.81,48,6.7,2024/3/2 22:44,0.666666666666667
1238,Late-AI-Unlabeled,5,7,4,5.333333333333333,0.783,20,4.8,2024/3/3 0:59,1
1239,Late-AI-Unlabeled,6,7,5,6,0.797,22,7.9,2024/3/2 18:01,1
1240,Late-AI-Unlabeled,6,6,6,6,0.71,12,6.2,2024/3/2 22:24,1
1241,Late-AI-Unlabeled,5,6,6,5.666666666666667,0.738,33,7.9,2024/3/2 2:03,1
1242,Late-AI-Unlabeled,5,6,6,5.666666666666667,0.78,34,7.6,2024/3/1 16:50,1
1243,Late-AI-Unlabeled,6,6,3,5,0.741,36,4.9,2024/3/2 17:50,0.666666666666667
1244,Late-AI-Unlabeled,7,5,5,5.666666666666667,0.674,25,6.9,2024/3/2 1:07,1
1245,Late-AI-Unlabeled,4,6,4,4.666666666666667,0.613,30,4.8,2024/3/2 8:19,0
1246,Late-AI-Unlabeled,6,6,4,5.333333333333333,0.783,11,7.1,2024/3/2 10:44,0.6666666666666661
